 Supplementary Table 1. Detailed information of the maize inbred lines used in this study					
Sample ID	Inbred line name	Breeding era	Origin	 Subgroup	Heterotic group
1056	S001	I	Shaanxi,China	SPT 1	SPT
1057	CWu215B	I	Shaanxi,China	Lancaster 2	NSS
1058	L005	I	Shaanxi,China	PB	PB
1059	L069	I	Shaanxi,China	PB	PB
1060	Wu306	I	Shaanxi,China	Lancaster 2	NSS
1061	Wu312	I	Shaanxi,China	Lancaster 2	NSS
1062	91af361	I	Shanghai,China	Lancaster 2	NSS
1063	H205	I	Shanghai,China	Lancaster 2	NSS
1064	32	I	Sichuan,China	PA 1	PA
1065	RW64A	I	USA	Admix	Admix
1066	72-105	Unknown	Italy	Amargo	SS
1067	72-125	Unknown	Italy	SPT 1	SPT
1068	75-322	Unknown	Italy	Zi330	NSS
1069	75-364	Unknown	Italy	Lancaster 2	NSS
1070	Lo1067	Unknown	Italy	Admix	Admix
1071	Lo1125	Unknown	Italy	PB	PB
1072	YX46	Unknown	China	Lancaster 2	NSS
1073	707	I	Yunnan,China	Lancaster 2	NSS
1074	Jinruo	I	Zhejiang,China	Lancaster 2	NSS
1075	Lu65	I	Zhejiang,China	Zi330	NSS
1076	897	I	China	SPT 1	SPT
1077	2005	I	China	Lancaster 2	NSS
1078	3514	I	China	Admix	Admix
1079	13AO2	I	China	Lancaster 2	NSS
1080	Dong623O2	I	China	Lancaster 2	NSS
1081	Jiao306O2	I	China	Lancaster 2	NSS
1082	OO6	I	China	Lancaster 1	NSS
1083	X178	I	Beijing,China	PB	PB
1084	HuangC	I	Beijing,China	PA 1	PA
1085	Tangsipingtou	I	Beijing,China	SPT 1	SPT
1086	Zong3	I	Beijing,China	Zi330	NSS
1087	Huotanghuang17	I	Hebei,China	Lancaster 1	NSS
1088	Chang7-2	I	Henan,China	SPT 2	SPT
1089	Ji63	I	Jilin,China	Lancaster 2	NSS
1090	444	I	Jilin,China	SPT 1	SPT
1091	Zi330	I	Liaoning,China	Zi330	NSS
1092	Dan340	I	Liaoning,China	Zi330	NSS
1093	E28	I	Liaoning,China	Lancaster 2	NSS
1094	5003	I	Liaoning,China	PA 1	PA
1095	C103	I	USA	Admix	Admix
1096	DH65232-DH9	I	Shandong,China	PA 1	PA
1097	Ye8112	I	Shandong,China	PA 1	PA
1098	Luyuan92	I	Shandong,China	Lancaster 2	NSS
1099	Hua160	I	Shandong,China	Lancaster 2	NSS
1100	Tianya4	I	Shaanxi,China	SPT 1	SPT
1101	Jing92	II	Beijing,China	SPT 1	SPT
1102	Ji35	I	Hebei,China	SPT 1	SPT
1103	KL4	I	Heilongjiang,China	Lancaster 1	NSS
1104	F62	II	Beijing,China	1odent	Iodent
1105	Xunshi104-8	II	Beijing,China	Amargo	SS
1106	CNH3754	II	Beijing,China	PA 2	PA
1107	CKEXI13	II	Heilongjiang,China	Zi330	NSS
1108	Liao3180	I	Liaoning,China	Amargo	SS
1109	B68	I	USA	Amargo	SS
1110	Ningchen07	II	China	Admix	Admix
1111	446	I	Jilin,China	Zi330	NSS
1112	Suixi704	II	Heilongjiang,China	Lancaster 1	NSS
1113	150-4	I	Beijing,China	Lancaster 1	NSS
1114	895	Unknown	China	PA 2	PA
1115	Ye52106	I	Shandong,China	Lancaster 2	NSS
1116	M81708634	Unknown	China	PA 1	PA
1117	Shen5005	I	Liaoning,China	PA 1	PA
1118	196	I	Shandong,China	SPT 1	SPT
1119	LD61	I	Liaoning,China	Lancaster 2	NSS
1120	M22	I	Hubei,China	Admix	Admix
1121	D183	I	Jilin,China	PB	PB
1122	Jing89	I	Beijing,China	PA 1	PA
1123	Jing404	I	Beijing,China	SPT 1	SPT
1124	Liao3162	I	Liaoning,China	Amargo	SS
1125	150-4Rel	I	Beijing,China	Lancaster 1	NSS
1126	Chong72	I	Shanxi,China	PA 1	PA
1127	806A	I	Gansu,China	Admix	Admix
1128	Han21	I	Shanxi,China	Admix	Admix
1129	Huangzaosi	I	Beijing,China	SPT 1	SPT
1130	757	Unknown	China	Admix	Admix
1131	953	I	Hebei,China	Admix	Admix
1132	7236	Unknown	China	Admix	Admix
1133	9706	I	Jilin,China	Admix	Admix
1134	68122	Unknown	China	PB	PB
1135	1205A	Unknown	China	PA 1	PA
1136	3489a	Unknown	China	Admix	Admix
1137	3H2	I	Beijing,China	Lancaster 2	NSS
1138	7026B	Unknown	China	SPT 1	SPT
1139	L9101-7	Unknown	China	Admix	Admix
1140	98F1	Unknown	China	BSSS	SS
1141	B394	Unknown	China	Admix	Admix
1142	Beck	Unknown	China	Admix	Admix
1143	ChangK	Unknown	China	SPT 1	SPT
1144	Chen322	Unknown	China	PB	PB
1145	CT109	Unknown	China	PB	PB
1146	D1139	Unknown	China	PB	PB
1147	D23	Unknown	China	Admix	Admix
1148	D857	Unknown	China	Lancaster 2	NSS
1149	D869	Unknown	China	PB	PB
1150	D886	Unknown	China	PB	PB
1151	DanT138	I	Liaoning,China	PA 1	PA
1152	DF32	Unknown	China	Lancaster 1	NSS
1153	E600	Unknown	China	PB	PB
1154	H9442	Unknown	China	PA 1	PA
1155	Hai1134	I	Heilongjiang,China	Zi330	NSS
1156	Huanglv12	I	China	Admix	Admix
1157	Huo17	Unknown	China	Lancaster 1	NSS
1158	J0045	I	Beijing,China	PB	PB
1159	Ji15-22	I	Hebei,China	Admix	Admix
1160	Ji477	Unknown	China	Lancaster 2	NSS
1161	Jing54	I	Beijing,China	SPT 1	SPT
1162	Jinghuang59	I	Beijing,China	PB	PB
1163	JN15	II	Beijing,China	PB	PB
1164	LX1124	I	Shandong,China	PA 1	PA
1165	M101	I	Beijing,China	Zi330	NSS
1166	M7	II	Beijing,China	Admix	Admix
1167	N68a	Unknown	China	Admix	Admix
1168	R31	Unknown	China	Admix	Admix
1169	SC24-1	Unknown	China	PB	PB
1170	Shan89	Unknown	Shaanxi,China	PB	PB
1171	Shen977	II	Liaoning,China	PB	PB
1172	Su75	I	Jiangsu,China	PA 1	PA
1173	Tian77	Unknown	China	Lancaster 2	NSS
1174	TieC9324	I	Liaoning,China	PA 1	PA
1175	W172	Unknown	China	BSSS	SS
1176	W499	II	Beijing,China	BSSS	SS
1177	XF223	Unknown	China	Lancaster 2	NSS
1178	Xun971	I	Henan,China	Admix	Admix
1179	Yan812	I	China	Admix	Admix
1180	Yi67	I	China	Admix	Admix
1181	Zhongzi01	I	Beijing,China	PB	PB
1182	HD568	II	Beijing,China	SPT 2	SPT
1183	Jing2416	II	Beijing,China	SPT 1	SPT
1184	Jing388	II	Beijing,China	PA 2	PA
1185	Jing388Gai	II	Beijing,China	PA 2	PA
1186	A027	II	Beijing,China	SPT 1	SPT
1187	A059	II	Beijing,China	SPT 1	SPT
1188	A072	II	Beijing,China	SPT 1	SPT
1189	B010	II	Beijing,China	SPT 1	SPT
1190	B171	II	Beijing,China	SPT 1	SPT
1191	C011	II	Beijing,China	Admix	Admix
1192	C045	II	Beijing,China	PA 2	PA
1193	C052	II	Beijing,China	PA 2	PA
1194	C061	II	Beijing,China	SPT 1	SPT
1195	E033	II	Beijing,China	SPT 1	SPT
1196	E101	II	Beijing,China	Zi330	NSS
1197	F003	II	Beijing,China	Admix	Admix
1198	F008	II	Beijing,China	Admix	Admix
1199	G099	II	Beijing,China	Admix	Admix
1200	J006	II	Beijing,China	SPT 1	SPT
1201	K013	II	Beijing,China	PA 1	PA
1202	Cheng687	I	Sichuan,China	PB	PB
1203	O8-641	I	Sichuan,China	Admix	Admix
1204	F7	Unknown	France	PB	PB
1205	Yanlai2	I	Fujian,China	Lancaster 2	NSS
1206	5237	I	Hebei,China	SPT 1	SPT
1207	F7584	I	Hebei,China	Lancaster 1	NSS
1208	Huangyesi3	I	Hebei,China	SPT 1	SPT
1209	DHuang212	I	Hebei,China	SPT 1	SPT
1210	Jing7	I	Henan,China	SPT 1	SPT
1211	Zheng22	I	Henan,China	Lancaster 2	NSS
1212	Ji533	I	Henan,China	Admix	Admix
1213	Huobai	I	Henan,China	Lancaster 2	NSS
1214	Zheng58	II	Henan,China	PA 2	PA
1215	Jing7huang	I	Henan,China	SPT 1	SPT
1216	Yu537A	I	Henan,China	Admix	Admix
1217	Xun926	I	Henan,China	SPT 2	SPT
1218	R08	I	Sichuan,China	Admix	Admix
1219	S73	I	Hubei,China	PB	PB
1220	7884-7Ht	I	Hubei,China	Lancaster 2	NSS
1221	Chang72	I	Hubei,China	Lancaster 2	NSS
1222	FLQ2Bt	Unknown	Hubei,China	Lancaster 2	NSS
1223	H153	I	Hubei,China	Admix	Admix
1224	HZ120	Unknown	Hubei,China	Lancaster 2	NSS
1225	Longxi65	I	Hubei,China	Lancaster 1	NSS
1226	RP125	Unknown	Hubei,China	Admix	Admix
1227	Ji856	I	Jilin,China	Admix	Admix
1228	D185	I	Jilin,China	Lancaster 1	NSS
1229	Ji854	I	Jilin,China	BSSS	SS
1230	C416	I	Jilin,China	Lancaster 1	NSS
1231	Si-144	I	Jilin,China	Admix	Admix
1232	Ji4112	I	Jilin,China	PA 1	PA
1233	Dan988	I	Liaoning,China	Admix	Admix
1234	Shen151	I	Liaoning,China	Zi330	NSS
1235	Tie98033-1	I	Liaoning,China	1odent	Iodent
1236	Lv28	I	Liaoning,China	Lancaster 2	NSS
1237	Hai9818	I	Liaoning,China	PB	PB
1238	Liao4271	I	Liaoning,China	Admix	Admix
1239	Q1261	I	Liaoning,China	SPT 1	SPT
1240	Shen125	I	Liaoning,China	PA 1	PA
1241	Dan360	I	Liaoning,China	PA 1	PA
1242	78002A	I	USA	BSSS	SS
1243	78010Rel	I	USA	BSSS	SS
1244	AusTRCF306296	I	USA	Admix	Admix
1245	B77	I	USA	Lancaster 2	NSS
1246	B84	I	USA	Admix	Admix
1247	CI127	I	USA	Lancaster 2	NSS
1248	DelawareEI	Unknown	USA	PB	PB
1249	H110	I	USA	Lancaster 2	NSS
1250	LH215	II	USA	Lancaster 1	NSS
1251	Mp710	I	USA	Lancaster 2	NSS
1252	N28Ht	I	USA	Lancaster 2	NSS
1253	NC292	I	USA	BSSS	SS
1254	NC356	I	USA	Lancaster 2	NSS
1255	NC368	I	USA	BSSS	SS
1256	Oh599	I	USA	Lancaster 2	NSS
1257	PHJ65	II	USA	Lancaster 2	NSS
1258	PHN82	II	USA	1odent	Iodent
1259	Va33	I	USA	Lancaster 2	NSS
1260	792	II	USA	BSSS	SS
1261	LH128	II	USA	Lancaster 1	NSS
1262	LH149	II	USA	BSSS	SS
1263	LH194	II	USA	BSSS	SS
1264	LH195	II	USA	BSSS	SS
1265	LH202	II	USA	BSSS	SS
1266	LH205	II	USA	BSSS	SS
1267	LH208	II	USA	BSSS	SS
1268	LH220Ht	II	USA	BSSS	SS
1269	PHG84	II	USA	1odent	Iodent
1270	PHJ33	II	USA	1odent	Iodent
1271	PHJ75	II	USA	1odent	Iodent
1272	PHR58	II	USA	Admix	Admix
1273	PHR62	II	USA	1odent	Iodent
1274	PHV63	II	USA	Admix	Admix
1275	PHV78	II	USA	1odent	Iodent
1276	PHZ51	II	USA	Admix	Admix
1277	PH207	II	USA	1odent	Iodent
1278	740	II	USA	Lancaster 1	NSS
1279	764	II	USA	BSSS	SS
1280	778	II	USA	Admix	Admix
1281	787	II	USA	Lancaster 2	NSS
1282	790	II	USA	BSSS	SS
1283	793	II	USA	BSSS	SS
1284	794	II	USA	BSSS	SS
1285	899	II	USA	Amargo	SS
1286	901	II	USA	BSSS	SS
1287	911	II	USA	1odent	Iodent
1288	1538	II	USA	1odent	Iodent
1289	2369	II	USA	BSSS	SS
1290	6103	II	USA	Amargo	SS
1291	11430	II	USA	1odent	Iodent
1292	78010	II	USA	BSSS	SS
1293	2FACC	II	USA	BSSS	SS
1294	2FAD8	II	USA	BSSS	SS
1295	2FADB	II	USA	BSSS	SS
1296	2MA22	II	USA	Lancaster 2	NSS
1297	2MCD8	II	USA	Admix	Admix
1298	2MCDB	II	USA	Admix	Admix
1299	3IIH6	II	USA	1odent	Iodent
1300	3IJI1	II	USA	1odent	Iodent
1301	4676A	II	USA	Amargo	SS
1302	4N506	II	USA	BSSS	SS
1303	6F629	II	USA	Admix	Admix
1304	6M502	II	USA	Lancaster 2	NSS
1305	6M502A	II	USA	Admix	Admix
1306	78371A	II	USA	Zi330	NSS
1307	78551S	II	USA	Zi330	NSS
1308	87916W	II	USA	BSSS	SS
1309	8M129	II	USA	Admix	Admix
1310	AM0776	II	USA	1odent	Iodent
1311	B47	II	USA	Amargo	SS
1312	BCC03	II	USA	Lancaster 1	NSS
1313	BO9	II	USA	Amargo	SS
1314	CQ702RC	II	USA	Zi330	NSS
1315	CR1HT	II	USA	Lancaster 1	NSS
1316	DJ7	II	USA	BSSS	SS
1317	E8501	II	USA	Lancaster 2	NSS
1318	F118	II	USA	BSSS	SS
1319	F42	II	USA	BSSS	SS
1320	FAPW	II	USA	Amargo	SS
1321	FBHJ	II	USA	Admix	Admix
1322	FBLA	II	USA	Admix	Admix
1323	FR19	II	USA	Lancaster 2	NSS
1324	G80	II	USA	Amargo	SS
1325	H8431	II	USA	Admix	Admix
1326	HB8229	II	USA	Admix	Admix
1327	HBA1	II	USA	Admix	Admix
1328	IBB15	II	USA	1odent	Iodent
1329	IBC2	II	USA	1odent	Iodent
1330	ICI193	II	USA	Admix	Admix
1331	ICI441	II	USA	BSSS	SS
1332	ICI581	II	USA	Zi330	NSS
1333	ICI740	II	USA	BSSS	SS
1334	ICI893	II	USA	BSSS	SS
1335	ICI986	II	USA	1odent	Iodent
1336	J8606	II	USA	1odent	Iodent
1337	L135	II	USA	1odent	Iodent
1338	L139	II	USA	1odent	Iodent
1339	LH123HT	II	USA	Zi330	NSS
1340	LH127	II	USA	Lancaster 1	NSS
1341	LH132	II	USA	BSSS	SS
1342	LH145	II	USA	Amargo	SS
1343	LH150	II	USA	Admix	Admix
1344	LH160	II	USA	Lancaster 2	NSS
1345	LH164	II	USA	1odent	Iodent
1346	LH168	II	USA	Admix	Admix
1347	LH181	II	USA	BSSS	SS
1348	LH183	II	USA	Lancaster 1	NSS
1349	LH184	II	USA	Lancaster 1	NSS
1350	LH185	II	USA	Lancaster 1	NSS
1351	LH186	II	USA	Lancaster 1	NSS
1352	LH190	II	USA	BSSS	SS
1353	LH191	II	USA	Admix	Admix
1354	LH192	II	USA	BSSS	SS
1355	LH193	II	USA	BSSS	SS
1356	LH196	II	USA	BSSS	SS
1357	LH197	II	USA	BSSS	SS
1358	LH198	II	USA	BSSS	SS
1359	LH199	II	USA	BSSS	SS
1360	LH200	II	USA	Lancaster 1	NSS
1361	LH204	II	USA	BSSS	SS
1362	LH206	II	USA	BSSS	SS
1363	LH209	II	USA	BSSS	SS
1364	LH210	II	USA	Lancaster 1	NSS
1365	LH211	II	USA	Lancaster 1	NSS
1366	LH212Ht	II	USA	Zi330	NSS
1367	LH213	II	USA	Lancaster 1	NSS
1368	LH214	II	USA	Lancaster 1	NSS
1369	LH216	II	USA	Lancaster 1	NSS
1370	LH217	II	USA	BSSS	SS
1371	LH218	II	USA	Lancaster 1	NSS
1372	LH222	II	USA	BSSS	SS
1373	LH223	II	USA	Amargo	SS
1374	LH224	II	USA	Amargo	SS
1375	LH284	II	USA	Admix	Admix
1376	LH38	II	USA	Zi330	NSS
1377	LH39	II	USA	Zi330	NSS
1378	LH52	II	USA	Lancaster 1	NSS
1379	LH54	II	USA	Lancaster 1	NSS
1380	LH57	II	USA	Lancaster 1	NSS
1381	LH60	II	USA	Lancaster 1	NSS
1382	LH61	II	USA	Lancaster 1	NSS
1383	LH65	II	USA	Lancaster 1	NSS
1384	LH74	II	USA	BSSS	SS
1385	LH82	II	USA	Admix	Admix
1386	LH85	II	USA	Lancaster 2	NSS
1387	LH93	II	USA	Lancaster 2	NSS
1388	Lp215D	II	USA	Lancaster 1	NSS
1389	MBNA	II	USA	Lancaster 1	NSS
1390	MBPM	II	USA	Lancaster 2	NSS
1391	MBSJ	II	USA	Zi330	NSS
1392	MBST	II	USA	Zi330	NSS
1393	MBUB	II	USA	Zi330	NSS
1394	MBWZ	II	USA	1odent	Iodent
1395	ML606	II	USA	Zi330	NSS
1396	MM402A	II	USA	Zi330	NSS
1397	MM501D	II	USA	Zi330	NSS
1398	NL001	II	USA	BSSS	SS
1399	NQ508	II	USA	1odent	Iodent
1400	NS501	II	USA	1odent	Iodent
1401	NS701	II	USA	BSSS	SS
1402	OQ603	II	USA	1odent	Iodent
1403	OS602	II	USA	1odent	Iodent
1404	PB80	II	USA	BSSS	SS
1405	PHAW6	II	USA	1odent	Iodent
1406	PHBA6	II	USA	Admix	Admix
1407	PHBB3	II	USA	Amargo	SS
1408	PHEG9	II	USA	Amargo	SS
1409	PHER9	II	USA	Amargo	SS
1410	PHEW7	II	USA	Amargo	SS
1411	PHG39	II	USA	Amargo	SS
1412	PHG47	II	USA	Admix	Admix
1413	PHG50	II	USA	1odent	Iodent
1414	PHG71	II	USA	Admix	Admix
1415	PHG72	II	USA	1odent	Iodent
1416	PHG83	II	USA	1odent	Iodent
1417	PHG86	II	USA	Amargo	SS
1418	PHGV6	II	USA	Lancaster 2	NSS
1419	PHH93	II	USA	1odent	Iodent
1420	PHHB4	II	USA	Amargo	SS
1421	PHHB9	II	USA	Amargo	SS
1422	PHHH9	II	USA	Amargo	SS
1423	PHJ31	II	USA	Admix	Admix
1424	PHJ70	II	USA	BSSS	SS
1425	PHJ89	II	USA	Zi330	NSS
1426	PHJR5	II	USA	Amargo	SS
1427	PHK29	II	USA	Amargo	SS
1428	PHK35	II	USA	Amargo	SS
1429	PHK42	II	USA	1odent	Iodent
1430	PHK46	II	USA	Admix	Admix
1431	PHK56	II	USA	1odent	Iodent
1432	PHK76	II	USA	Admix	Admix
1433	PHK93	II	USA	Lancaster 2	NSS
1434	PHKE6	II	USA	1odent	Iodent
1435	PHM10	II	USA	1odent	Iodent
1436	PHM49	II	USA	1odent	Iodent
1437	PHMK0	II	USA	Admix	Admix
1438	PHN18	II	USA	Admix	Admix
1439	PHN29	II	USA	1odent	Iodent
1440	PHN34	II	USA	Lancaster 2	NSS
1441	PHN37	II	USA	Zi330	NSS
1442	PHN46	II	USA	BSSS	SS
1443	PHN66	II	USA	Amargo	SS
1444	PHN73	II	USA	1odent	Iodent
1445	PHP02	II	USA	1odent	Iodent
1446	PHP38	II	USA	1odent	Iodent
1447	PHP55	II	USA	1odent	Iodent
1448	PHP76	II	USA	1odent	Iodent
1449	PHP85	II	USA	Amargo	SS
1450	PHPR5	II	USA	Amargo	SS
1451	PHR30	II	USA	Amargo	SS
1452	PHR31	II	USA	1odent	Iodent
1453	PHR32	II	USA	Admix	Admix
1454	PHR36	II	USA	1odent	Iodent
1455	PHR47	II	USA	Amargo	SS
1456	PHR55	II	USA	1odent	Iodent
1457	PHR61	II	USA	Amargo	SS
1458	PHR63	II	USA	1odent	Iodent
1459	PHT11	II	USA	Amargo	SS
1460	PHT22	II	USA	1odent	Iodent
1461	PHT47	II	USA	Amargo	SS
1462	PHT55	II	USA	Amargo	SS
1463	PHT60	II	USA	Zi330	NSS
1464	PHT69	II	USA	1odent	Iodent
1465	PHT77	II	USA	Admix	Admix
1466	PHV07	II	USA	Amargo	SS
1467	PHV37	II	USA	Amargo	SS
1468	PHV57	II	USA	1odent	Iodent
1469	PHVA9	II	USA	Amargo	SS
1470	PHW03	II	USA	Lancaster 2	NSS
1471	PHW06	II	USA	1odent	Iodent
1472	PHW17	II	USA	BSSS	SS
1473	PHW20	II	USA	Lancaster 2	NSS
1474	PHW43	II	USA	1odent	Iodent
1475	PHW52	II	USA	Amargo	SS
1476	PHW53	II	USA	1odent	Iodent
1477	PHW65	II	USA	1odent	Iodent
1478	PHW79	Unknown	USA	PB	PB
1479	PHWG5	II	USA	1odent	Iodent
1480	S8326	II	USA	Lancaster 1	NSS
1481	SeagullSeventeen	II	USA	Lancaster 1	NSS
1482	W8304	II	USA	BSSS	SS
1483	WIL900	II	USA	Lancaster 1	NSS
1484	WIL903	II	USA	Lancaster 1	NSS
1485	ZS1791	II	USA	BSSS	SS
1486	ZS365	II	USA	Amargo	SS
1487	ZS635	II	USA	Admix	Admix
1488	B73	I	USA	BSSS	SS
1489	B97	I	USA	Lancaster 2	NSS
1490	Ki11	I	USA	Lancaster 2	NSS
1491	Ki3	I	USA	Lancaster 2	NSS
1492	Ky21	I	USA	Lancaster 2	NSS
1493	M162W	I	USA	Lancaster 2	NSS
1494	M37W	I	USA	Lancaster 2	NSS
1495	Mo17	I	USA	Lancaster 1	NSS
1496	Mo18W	I	USA	Lancaster 2	NSS
1497	Ms71	I	USA	Lancaster 2	NSS
1498	NC350	I	USA	Lancaster 2	NSS
1499	NC358	I	USA	Lancaster 2	NSS
1500	Oh43	I	USA	Zi330	NSS
1501	Oh7B	I	USA	Lancaster 2	NSS
1502	Tzi8	I	USA	Lancaster 2	NSS
1503	A554	I	USA	Lancaster 2	NSS
1504	A556	I	USA	Lancaster 2	NSS
1505	A619	I	USA	Zi330	NSS
1506	A679	I	USA	BSSS	SS
1507	B164	I	USA	Lancaster 2	NSS
1508	CM105	I	USA	Amargo	SS
1509	H95	I	USA	Zi330	NSS
1510	Mo1W	I	USA	Lancaster 2	NSS
1511	N192	I	USA	BSSS	SS
1512	N42	I	USA	1odent	Iodent
1513	N6	I	USA	Lancaster 2	NSS
1514	NC268	I	USA	BSSS	SS
1515	NC294	I	USA	BSSS	SS
1516	NC310	I	USA	BSSS	SS
1517	NC328	I	USA	BSSS	SS
1518	Oh43E	I	USA	Zi330	NSS
1519	Pa91	I	USA	Admix	Admix
1520	R168	I	USA	Lancaster 2	NSS
1521	Wf9	I	USA	Lancaster 2	NSS
1522	Zhongzi03	I	Beijing,China	Lancaster 2	NSS
1523	B110	I	USA	BSSS	SS
1524	B111	I	USA	Admix	Admix
1525	GEMS1	I	USA	Admix	Admix
1526	GEMS16	I	USA	BSSS	SS
1527	GEMS18	I	USA	BSSS	SS
1528	GEMS28	I	USA	Lancaster 2	NSS
1529	GEMS29	I	USA	BSSS	SS
1530	GEMS3	I	USA	Lancaster 2	NSS
1531	GEMS40	I	USA	Admix	Admix
1532	GEMS54	I	USA	Lancaster 2	NSS
1533	GEMS59	I	USA	Admix	Admix
1534	GEMS63	I	USA	BSSS	SS
1535	GEMS65	I	USA	BSSS	SS
1536	Z001E0004	Unknown	USA	BSSS	SS
1537	Z001E0010	Unknown	USA	BSSS	SS
1538	Z004E0173	Unknown	USA	BSSS	SS
1539	Z005E0091	Unknown	USA	BSSS	SS
1540	Z005E0115	Unknown	USA	BSSS	SS
1541	Z013E0072	Unknown	USA	Admix	Admix
1542	Z015E0010	Unknown	USA	BSSS	SS
1543	Z015E0048	Unknown	USA	Lancaster 2	NSS
1544	Z019E0072	Unknown	USA	BSSS	SS
1545	Z021E0003	Unknown	USA	BSSS	SS
1546	Z021E0077	Unknown	USA	Lancaster 2	NSS
1547	Z021E0138	Unknown	USA	BSSS	SS
1548	Z022E0113	Unknown	USA	Zi330	NSS
1549	Z026E0069	Unknown	USA	BSSS	SS
1550	GM406	I	USA	Amargo	SS
1551	GM462	I	USA	Amargo	SS
1552	GM566	I	USA	Amargo	SS
1553	GM571	I	USA	Amargo	SS
1554	CML103	Unknown	Mexico	Lancaster 2	NSS
1555	CML277	Unknown	Mexico	Lancaster 2	NSS
1556	CML322	Unknown	Mexico	Lancaster 2	NSS
1557	CML333	Unknown	Mexico	Lancaster 2	NSS
1558	CML69	Unknown	Mexico	Lancaster 2	NSS
1559	CML115	Unknown	Mexico	Lancaster 2	NSS
1560	CML130	Unknown	Mexico	Lancaster 2	NSS
1561	853	I	Inner Mongolia,China	SPT 1	SPT
1562	Ye488	I	Shandong,China	PA 1	PA
1563	Qi319	I	Shandong,China	PB	PB
1564	Weifeng322	I	Shandong,China	Lancaster 2	NSS
1565	Ye478	I	Shandong,China	PA 1	PA
1566	Lx9801	I	Shandong,China	SPT 1	SPT
1567	Qi205	I	Shandong,China	Lancaster 2	NSS
1568	Shuang741	I	Shandong,China	Admix	Admix
1569	Wenhuang31413	I	Shandong,China	SPT 1	SPT
1570	D518F	II	Shandong,China	Admix	Admix
1571	D518M	II	Shandong,China	Admix	Admix
1572	930	I	Shanxi,China	SPT 1	SPT
1573	148	I	Shanxi,China	SPT 1	SPT
1574	477	I	Jilin,China	BSSS	SS
1575	Hai9-21	I	Shanxi,China	Admix	Admix
1576	wk12	Unknown	Shanxi,China	SPT 1	SPT
1577	Zezi23	I	Shanxi,China	PB	PB
1578	Duo229	I	Shaanxi,China	Lancaster 2	NSS
1579	K12	I	Shaanxi,China	SPT 1	SPT
1580	DH40	I	Shandong,China	Admix	Admix
1581	K21	I	Shaanxi,China	PB	PB
1582	Mei22	I	Shaanxi,China	Lancaster 2	NSS
1583	Wu314	I	Shaanxi,China	SPT 1	SPT
1584	HC2-CGJ	Unknown	USA	Lancaster 2	NSS
1585	CT52C	Unknown	Sichuan,China	Admix	Admix
1586	107	I	Shandong,China	Lancaster 2	NSS
1587	5872	II	Hebei,China	Admix	Admix
1588	8902	I	Shaanxi,China	Admix	Admix
1589	912	II	Beijing,China	SPT 2	SPT
1590	LX3999	I	Shandong,China	PB	PB
1591	MULiHe16	II	Heilongjiang,China	Zi330	NSS
1592	MuLiyu16	Unknown	China	PA 2	PA
1593	S7913	I	Sichuan,China	Zi330	NSS
1594	Tai183	I	Henan,China	Lancaster 2	NSS
1595	526018	Unknown	China	PB	PB
1596	975-12	Unknown	Sichuan,China	PA 1	PA
1597	CIMBL58	Unknown	Mexico	Lancaster 1	NSS
1598	Dan4245	Unknown	China	Admix	Admix
1599	LXN	Unknown	China	Admix	Admix
1600	Ry729	I	USA	Lancaster 2	NSS
1601	SI434	Unknown	China	PA 1	PA
1602	Z2018F	Unknown	China	Admix	Admix
1603	Zheng29	I	Henan,China	Lancaster 2	NSS
1604	Zheng35	I	Henan,China	PA 1	PA
 Era I, before 2000; Era II, after 2000. 					
