ID	Accession	Run title	BioProject accession	Experiment accession	Run data file type	File name 1	MD5 checksum 1	DownLoad1	File name 2	MD5 checksum 2	DownLoad2	Reference file name	MD5 for reference file	Assembly Name or Accession	Assembly Accession URL	other_db	accession_in_other_db	other_db_url
775	CRR504928	Han102	PRJCA009749	CRX445334	fastq	CRR504928_f1.fq.gz (3639924124 bytes)	533d4672b01555979522a343eba21d1c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504928/CRR504928_f1.fq.gz	CRR504928_r2.fq.gz (4092278764 bytes)	e25b2a099d9f422981fe0c93fc3b4099	ftp://download.big.ac.cn/gsa/CRA007020/CRR504928/CRR504928_r2.fq.gz							
776	CRR504929	Cheng18	PRJCA009749	CRX445335	fastq	CRR504929_f1.fq.gz (3748661181 bytes)	888aadf640a5aa8237f658b1ac9cd24e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504929/CRR504929_f1.fq.gz	CRR504929_r2.fq.gz (4228016115 bytes)	addac063b4eae36c0a7dff4b63daf339	ftp://download.big.ac.cn/gsa/CRA007020/CRR504929/CRR504929_r2.fq.gz							
777	CRR504930	91Huang5	PRJCA009749	CRX445336	fastq	CRR504930_f1.fq.gz (3698297687 bytes)	1bba54f41612867e922c3b5024a88a79	ftp://download.big.ac.cn/gsa/CRA007020/CRR504930/CRR504930_f1.fq.gz	CRR504930_r2.fq.gz (4171238402 bytes)	57ea0e63dabe14f32ca47cd42534bef7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504930/CRR504930_r2.fq.gz							
778	CRR504931	Xuan6	PRJCA009749	CRX445337	fastq	CRR504931_f1.fq.gz (3653110965 bytes)	48f97474c87c7db6f11d3fe57d8345f0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504931/CRR504931_f1.fq.gz	CRR504931_r2.fq.gz (4105226718 bytes)	4bd7a01c08f64927500eb1f01d952052	ftp://download.big.ac.cn/gsa/CRA007020/CRR504931/CRR504931_r2.fq.gz							
779	CRR504932	Gan41	PRJCA009749	CRX445338	fastq	CRR504932_f1.fq.gz (3359487460 bytes)	c3a36ddbb3b779dd21e6e1089d64a72b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504932/CRR504932_f1.fq.gz	CRR504932_r2.fq.gz (3803052228 bytes)	b394c94068362f3c03611ba445440379	ftp://download.big.ac.cn/gsa/CRA007020/CRR504932/CRR504932_r2.fq.gz							
780	CRR504933	Zhangxi28	PRJCA009749	CRX445339	fastq	CRR504933_f1.fq.gz (3489043572 bytes)	d1945f9bdbaf61c7568f33e5e1d37730	ftp://download.big.ac.cn/gsa/CRA007020/CRR504933/CRR504933_f1.fq.gz	CRR504933_r2.fq.gz (3923482674 bytes)	cc5f4c48fdf07df4b9ebc20e46a954c3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504933/CRR504933_r2.fq.gz							
781	CRR504934	85Bai41	PRJCA009749	CRX445340	fastq	CRR504934_f1.fq.gz (3387039893 bytes)	3dfee53029d385c7ba98419108bf5af5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504934/CRR504934_f1.fq.gz	CRR504934_r2.fq.gz (3862770953 bytes)	4d73df1d91fd8321e286978844d3d3bb	ftp://download.big.ac.cn/gsa/CRA007020/CRR504934/CRR504934_r2.fq.gz							
782	CRR504935	Longkang15	PRJCA009749	CRX445341	fastq	CRR504935_f1.fq.gz (4028155225 bytes)	7ebd0f89975f889796f126750531a29d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504935/CRR504935_f1.fq.gz	CRR504935_r2.fq.gz (4628298681 bytes)	7ba12e1689e9df1d218af715fbf83d22	ftp://download.big.ac.cn/gsa/CRA007020/CRR504935/CRR504935_r2.fq.gz							
783	CRR504936	Xilun5_9	PRJCA009749	CRX445342	fastq	CRR504936_f1.fq.gz (3518424249 bytes)	0156f02b4a1ee63fa0c18ec729c3e29e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504936/CRR504936_f1.fq.gz	CRR504936_r2.fq.gz (4181304656 bytes)	8aa278bfdfd740e3988af6b130ca3310	ftp://download.big.ac.cn/gsa/CRA007020/CRR504936/CRR504936_r2.fq.gz							
784	CRR504937	Longkang1	PRJCA009749	CRX445343	fastq	CRR504937_f1.fq.gz (3512254662 bytes)	a33aad30c85b77857040251c9db0cb2f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504937/CRR504937_f1.fq.gz	CRR504937_r2.fq.gz (3753931635 bytes)	7f03f9a4e5c5b96062cf853fb123a805	ftp://download.big.ac.cn/gsa/CRA007020/CRR504937/CRR504937_r2.fq.gz							
785	CRR504938	Jitian15	PRJCA009749	CRX445344	fastq	CRR504938_f1.fq.gz (3613341713 bytes)	a9b54325c317512955292043ac35805d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504938/CRR504938_f1.fq.gz	CRR504938_r2.fq.gz (4186382262 bytes)	4fcadbe99f5187e56af3c3369ee437c0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504938/CRR504938_r2.fq.gz							
786	CRR504939	48_2	PRJCA009749	CRX445345	fastq	CRR504939_f1.fq.gz (3738902584 bytes)	26dbe9b3c66965352e35f4678a80bba5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504939/CRR504939_f1.fq.gz	CRR504939_r2.fq.gz (4260152697 bytes)	9932ba03ce5d4fa1d866794325ad4a32	ftp://download.big.ac.cn/gsa/CRA007020/CRR504939/CRR504939_r2.fq.gz							
787	CRR504940	Zhangxi913	PRJCA009749	CRX445346	fastq	CRR504940_f1.fq.gz (3612742277 bytes)	6cbd6ec19edb4bf8a585d9fa9a866c4b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504940/CRR504940_f1.fq.gz	CRR504940_r2.fq.gz (4206176509 bytes)	867755a8b6a788c32161b7b4261a61e5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504940/CRR504940_r2.fq.gz							
788	CRR504941	2005	PRJCA009749	CRX445347	fastq	CRR504941_f1.fq.gz (3736540353 bytes)	eb5c28115c6c2138c173c602ab9d2445	ftp://download.big.ac.cn/gsa/CRA007020/CRR504941/CRR504941_f1.fq.gz	CRR504941_r2.fq.gz (4305074993 bytes)	0cadf4814367f3ed0b53b654a65e5334	ftp://download.big.ac.cn/gsa/CRA007020/CRR504941/CRR504941_r2.fq.gz							
789	CRR504942	Dan340	PRJCA009749	CRX445348	fastq	CRR504942_f1.fq.gz (3320182692 bytes)	760fcbdfb4a228abdbb32748e5e6680f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504942/CRR504942_f1.fq.gz	CRR504942_r2.fq.gz (3786438341 bytes)	875497a36772766e14abf22f8a3f48bf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504942/CRR504942_r2.fq.gz							
790	CRR504943	92Huang40	PRJCA009749	CRX445349	fastq	CRR504943_f1.fq.gz (3289758305 bytes)	e995d90ee5ab25509c996a0084fb7725	ftp://download.big.ac.cn/gsa/CRA007020/CRR504943/CRR504943_f1.fq.gz	CRR504943_r2.fq.gz (3864424107 bytes)	1c988a838bb5ba836b983908b6fbc226	ftp://download.big.ac.cn/gsa/CRA007020/CRR504943/CRR504943_r2.fq.gz							
791	CRR504944	Jinruo	PRJCA009749	CRX445350	fastq	CRR504944_f1.fq.gz (4322809157 bytes)	71aea5d79568d0fb5706a20a976cfcae	ftp://download.big.ac.cn/gsa/CRA007020/CRR504944/CRR504944_f1.fq.gz	CRR504944_r2.fq.gz (4929726191 bytes)	d1bc152b7f8c60ebe37c49a5576b6844	ftp://download.big.ac.cn/gsa/CRA007020/CRR504944/CRR504944_r2.fq.gz							
792	CRR504945	Jiu22	PRJCA009749	CRX445351	fastq	CRR504945_f1.fq.gz (3811750449 bytes)	fff23113b76ed5d42027e05bbe2599b9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504945/CRR504945_f1.fq.gz	CRR504945_r2.fq.gz (4400753776 bytes)	4cf5227b88d7675b4bb78546cd9ed85f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504945/CRR504945_r2.fq.gz							
793	CRR504946	13AO2	PRJCA009749	CRX445352	fastq	CRR504946_f1.fq.gz (3191733209 bytes)	aaba50801109da937af59ec0b62f9180	ftp://download.big.ac.cn/gsa/CRA007020/CRR504946/CRR504946_f1.fq.gz	CRR504946_r2.fq.gz (3669399719 bytes)	971cd2982440b54a1aa7455ae36bc881	ftp://download.big.ac.cn/gsa/CRA007020/CRR504946/CRR504946_r2.fq.gz							
794	CRR504947	Yi49	PRJCA009749	CRX445353	fastq	CRR504947_f1.fq.gz (3962588753 bytes)	d13d8fac001ca293a17198f4a6ee9eb0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504947/CRR504947_f1.fq.gz	CRR504947_r2.fq.gz (4475827047 bytes)	a7f6c2f75911a50847dcdedcb296fa78	ftp://download.big.ac.cn/gsa/CRA007020/CRR504947/CRR504947_r2.fq.gz							
795	CRR504948	84_126_15_1	PRJCA009749	CRX445354	fastq	CRR504948_f1.fq.gz (3668290203 bytes)	cceab6844cf3d83c92cc0701a5920972	ftp://download.big.ac.cn/gsa/CRA007020/CRR504948/CRR504948_f1.fq.gz	CRR504948_r2.fq.gz (4120318567 bytes)	0936fef01504b84703adc04595ed5a8a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504948/CRR504948_r2.fq.gz							
796	CRR504949	Ji880	PRJCA009749	CRX445355	fastq	CRR504949_f1.fq.gz (4141846829 bytes)	e2a8e361c976d36b0ee50ba02081b8aa	ftp://download.big.ac.cn/gsa/CRA007020/CRR504949/CRR504949_f1.fq.gz	CRR504949_r2.fq.gz (4720204583 bytes)	c5d1113dcaf73c96e8dcc80b13f451f8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504949/CRR504949_r2.fq.gz							
797	CRR504950	85Bai64	PRJCA009749	CRX445356	fastq	CRR504950_f1.fq.gz (3337003665 bytes)	5bf95eb90fcc529de4113ea72a80ef40	ftp://download.big.ac.cn/gsa/CRA007020/CRR504950/CRR504950_f1.fq.gz	CRR504950_r2.fq.gz (3435994630 bytes)	b3d4d47bad59d7874f1b24cf3641f565	ftp://download.big.ac.cn/gsa/CRA007020/CRR504950/CRR504950_r2.fq.gz							
798	CRR504951	RC103Luo31B	PRJCA009749	CRX445357	fastq	CRR504951_f1.fq.gz (4226323880 bytes)	ed38afadbac923d8813cf6406979440b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504951/CRR504951_f1.fq.gz	CRR504951_r2.fq.gz (4816926664 bytes)	b357b7d8e7a874448eccee3d731a14dc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504951/CRR504951_r2.fq.gz							
799	CRR504952	Dan3115	PRJCA009749	CRX445358	fastq	CRR504952_f1.fq.gz (3340140365 bytes)	3f50a79817196b58cb718ab8a4bd2b9f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504952/CRR504952_f1.fq.gz	CRR504952_r2.fq.gz (3745337182 bytes)	65772f2e7708d1e8ff254c255d79fabc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504952/CRR504952_r2.fq.gz							
800	CRR504953	Zhangjin6	PRJCA009749	CRX445359	fastq	CRR504953_f1.fq.gz (3835727229 bytes)	d7d2b20dbea7f4ad1bad81dffef93349	ftp://download.big.ac.cn/gsa/CRA007020/CRR504953/CRR504953_f1.fq.gz	CRR504953_r2.fq.gz (4454286824 bytes)	c0f99426cac78feabd360d731817bd13	ftp://download.big.ac.cn/gsa/CRA007020/CRR504953/CRR504953_r2.fq.gz							
801	CRR504954	D801	PRJCA009749	CRX445360	fastq	CRR504954_f1.fq.gz (3933595282 bytes)	87663b4e6f3843b3dad7657d08d3deb3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504954/CRR504954_f1.fq.gz	CRR504954_r2.fq.gz (4403762913 bytes)	c8981736daccf7545a80886c29ed759b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504954/CRR504954_r2.fq.gz							
802	CRR504955	B73	PRJCA009749	CRX445361	fastq	CRR504955_f1.fq.gz (19299531617 bytes)	30c89d432ec0b8af6e2d8fa3ccfeaf96	ftp://download.big.ac.cn/gsa/CRA007020/CRR504955/CRR504955_f1.fq.gz	CRR504955_r2.fq.gz (22906192249 bytes)	2ad8a3ac3e9636c7925fc8ccbca113c8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504955/CRR504955_r2.fq.gz							
803	CRR504956	Ji870	PRJCA009749	CRX445362	fastq	CRR504956_f1.fq.gz (4092316903 bytes)	55e1e90c1e1e2c08c814a0c8eef2a4ec	ftp://download.big.ac.cn/gsa/CRA007020/CRR504956/CRR504956_f1.fq.gz	CRR504956_r2.fq.gz (4728994441 bytes)	230c3009cef10e1a80da20aafcdccbf3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504956/CRR504956_r2.fq.gz							
804	CRR504957	Yue20_3	PRJCA009749	CRX445363	fastq	CRR504957_f1.fq.gz (3902879847 bytes)	026592483e22d79c133875c4d0c1b170	ftp://download.big.ac.cn/gsa/CRA007020/CRR504957/CRR504957_f1.fq.gz	CRR504957_r2.fq.gz (4559613250 bytes)	91c0bd9c443b00ad9bcc58a11bff4d0a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504957/CRR504957_r2.fq.gz							
805	CRR504958	E28	PRJCA009749	CRX445364	fastq	CRR504958_f1.fq.gz (4184957807 bytes)	d4c2114eee22e5f04d2189ff3c5d2c59	ftp://download.big.ac.cn/gsa/CRA007020/CRR504958/CRR504958_f1.fq.gz	CRR504958_r2.fq.gz (4751414178 bytes)	4e4d52a0ff7c69dc545e1b2872dac5c4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504958/CRR504958_r2.fq.gz							
806	CRR504959	Chengbei711	PRJCA009749	CRX445365	fastq	CRR504959_f1.fq.gz (3539366367 bytes)	2bee08b923ddd8ba198e42e573c7e58f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504959/CRR504959_f1.fq.gz	CRR504959_r2.fq.gz (4040328152 bytes)	10f2e759245d14517885cceedca5187c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504959/CRR504959_r2.fq.gz							
807	CRR504960	Tai184	PRJCA009749	CRX445366	fastq	CRR504960_f1.fq.gz (3756134314 bytes)	09a9655b5d363bc894f6031b45ce29c2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504960/CRR504960_f1.fq.gz	CRR504960_r2.fq.gz (4357972044 bytes)	48665c49664cda602bb6d7586a5031a2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504960/CRR504960_r2.fq.gz							
808	CRR504961	Longkang279	PRJCA009749	CRX445367	fastq	CRR504961_f1.fq.gz (4156376322 bytes)	6b41bec574f7fce9be0fda4d45055dc4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504961/CRR504961_f1.fq.gz	CRR504961_r2.fq.gz (4707194374 bytes)	ff78cefe164a8e8b6fbe051c50bc6b36	ftp://download.big.ac.cn/gsa/CRA007020/CRR504961/CRR504961_r2.fq.gz							
809	CRR504962	Lu65	PRJCA009749	CRX445368	fastq	CRR504962_f1.fq.gz (3467837080 bytes)	f9b21785a7f1767f3bd0bb6a91fa0174	ftp://download.big.ac.cn/gsa/CRA007020/CRR504962/CRR504962_f1.fq.gz	CRR504962_r2.fq.gz (3982287495 bytes)	5a49df708a41b2bac37dd4f20dd29799	ftp://download.big.ac.cn/gsa/CRA007020/CRR504962/CRR504962_r2.fq.gz							
810	CRR504963	Fu8521	PRJCA009749	CRX445369	fastq	CRR504963_f1.fq.gz (4174190258 bytes)	8be1ff99847b0e90d3fe273754bea805	ftp://download.big.ac.cn/gsa/CRA007020/CRR504963/CRR504963_f1.fq.gz	CRR504963_r2.fq.gz (4827324269 bytes)	04276965f8a667169b363129f4c149c9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504963/CRR504963_r2.fq.gz							
811	CRR504964	91af361	PRJCA009749	CRX445370	fastq	CRR504964_f1.fq.gz (3292252251 bytes)	bf73832f69f3efe087fbd6a85c211a94	ftp://download.big.ac.cn/gsa/CRA007020/CRR504964/CRR504964_f1.fq.gz	CRR504964_r2.fq.gz (3932987414 bytes)	acb9168490b0db7e4ed8716b06070b15	ftp://download.big.ac.cn/gsa/CRA007020/CRR504964/CRR504964_r2.fq.gz							
812	CRR504965	Lan766_4_2	PRJCA009749	CRX445371	fastq	CRR504965_f1.fq.gz (3852866791 bytes)	b897e2aad7907d8267e93e62f3d8f949	ftp://download.big.ac.cn/gsa/CRA007020/CRR504965/CRR504965_f1.fq.gz	CRR504965_r2.fq.gz (4470284991 bytes)	f64ff9a41a87456aa2459ee6af32d422	ftp://download.big.ac.cn/gsa/CRA007020/CRR504965/CRR504965_r2.fq.gz							
813	CRR504966	Dan3116	PRJCA009749	CRX445372	fastq	CRR504966_f1.fq.gz (3409377731 bytes)	4255087fd288458c9a0e581f1297699c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504966/CRR504966_f1.fq.gz	CRR504966_r2.fq.gz (4038443111 bytes)	bda88a778e19b726556b538132a2ba62	ftp://download.big.ac.cn/gsa/CRA007020/CRR504966/CRR504966_r2.fq.gz							
814	CRR504967	200_24_13413	PRJCA009749	CRX445373	fastq	CRR504967_f1.fq.gz (3591562711 bytes)	77c5049046ce4c6391c85c074de3142a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504967/CRR504967_f1.fq.gz	CRR504967_r2.fq.gz (4201704169 bytes)	97eacb6047fe76b0024b8e90a4472356	ftp://download.big.ac.cn/gsa/CRA007020/CRR504967/CRR504967_r2.fq.gz							
815	CRR504968	Jingruo2	PRJCA009749	CRX445374	fastq	CRR504968_f1.fq.gz (4134126031 bytes)	bf1a1793b87c3c3fce31cdca7a2c878d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504968/CRR504968_f1.fq.gz	CRR504968_r2.fq.gz (4752118122 bytes)	ed760d2dc0a52971b7fe5bf760b39074	ftp://download.big.ac.cn/gsa/CRA007020/CRR504968/CRR504968_r2.fq.gz							
816	CRR504969	Qi35	PRJCA009749	CRX445375	fastq	CRR504969_f1.fq.gz (3995841722 bytes)	01e44a1eea2e801b2e54668de5ffd381	ftp://download.big.ac.cn/gsa/CRA007020/CRR504969/CRR504969_f1.fq.gz	CRR504969_r2.fq.gz (4498444470 bytes)	9710a982c48018d9568de56a0f05cde8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504969/CRR504969_r2.fq.gz							
817	CRR504970	Tai1_Lg	PRJCA009749	CRX445376	fastq	CRR504970_f1.fq.gz (3903948878 bytes)	697cc291821fb6b8a68b67cdcd7722f7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504970/CRR504970_f1.fq.gz	CRR504970_r2.fq.gz (4559207686 bytes)	b656bb609e6b017de0af32af77b03e21	ftp://download.big.ac.cn/gsa/CRA007020/CRR504970/CRR504970_r2.fq.gz							
818	CRR504971	Ji833	PRJCA009749	CRX445377	fastq	CRR504971_f1.fq.gz (3336343678 bytes)	df5e546f6674bbf39f26f71f2c97129a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504971/CRR504971_f1.fq.gz	CRR504971_r2.fq.gz (3973195502 bytes)	b640d269b741360bdfe7c267cfb438fc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504971/CRR504971_r2.fq.gz							
819	CRR504972	H205	PRJCA009749	CRX445378	fastq	CRR504972_f1.fq.gz (3349514681 bytes)	9acb85a9f35a9651d1780388ff122706	ftp://download.big.ac.cn/gsa/CRA007020/CRR504972/CRR504972_f1.fq.gz	CRR504972_r2.fq.gz (3958575737 bytes)	51871daf1dedeb8e0a1646b18c78fc8a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504972/CRR504972_r2.fq.gz							
820	CRR504973	Chihuang14	PRJCA009749	CRX445379	fastq	CRR504973_f1.fq.gz (3437605089 bytes)	7dd77e347b9988cbfbd394cd1c6d554e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504973/CRR504973_f1.fq.gz	CRR504973_r2.fq.gz (3921419534 bytes)	378b3867abbf377977da52ff438defd3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504973/CRR504973_r2.fq.gz							
821	CRR504974	Yan85	PRJCA009749	CRX445380	fastq	CRR504974_f1.fq.gz (3675697077 bytes)	c5fcbfcf46a03598872e12ca05fd52fc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504974/CRR504974_f1.fq.gz	CRR504974_r2.fq.gz (4239681284 bytes)	99248ed34dd9085778b4c4ef06aff0f0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504974/CRR504974_r2.fq.gz							
822	CRR504975	Fu844	PRJCA009749	CRX445381	fastq	CRR504975_f1.fq.gz (3340905070 bytes)	97b32fae6f6916ce4a5b9721848e0f93	ftp://download.big.ac.cn/gsa/CRA007020/CRR504975/CRR504975_f1.fq.gz	CRR504975_r2.fq.gz (3983615935 bytes)	6fa5ce759da764b8f1033906bde1079c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504975/CRR504975_r2.fq.gz							
823	CRR504976	1029	PRJCA009749	CRX445382	fastq	CRR504976_f1.fq.gz (4244984382 bytes)	0447e59e795bba7149e863a11a367772	ftp://download.big.ac.cn/gsa/CRA007020/CRR504976/CRR504976_f1.fq.gz	CRR504976_r2.fq.gz (4894565622 bytes)	b7b3480f662a7cf487e84353a1f6130e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504976/CRR504976_r2.fq.gz							
824	CRR504977	Danhuang02	PRJCA009749	CRX445383	fastq	CRR504977_f1.fq.gz (3280000934 bytes)	7fab06e000f61ef3f26acd0d9a2dfa00	ftp://download.big.ac.cn/gsa/CRA007020/CRR504977/CRR504977_f1.fq.gz	CRR504977_r2.fq.gz (3928382490 bytes)	e7efb3a725bb41b12bfd8be215cd63d4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504977/CRR504977_r2.fq.gz							
825	CRR504978	Yue267_1_1	PRJCA009749	CRX445384	fastq	CRR504978_f1.fq.gz (3428199923 bytes)	84ffee9d70a441b6ec960c6ed676ec40	ftp://download.big.ac.cn/gsa/CRA007020/CRR504978/CRR504978_f1.fq.gz	CRR504978_r2.fq.gz (4145072458 bytes)	83ad1912ac6b1d0505fe8e6e27ef6742	ftp://download.big.ac.cn/gsa/CRA007020/CRR504978/CRR504978_r2.fq.gz							
826	CRR504979	Ziduosui	PRJCA009749	CRX445385	fastq	CRR504979_f1.fq.gz (3234638463 bytes)	0e7c5c0d1116a51c34e368706fab6d67	ftp://download.big.ac.cn/gsa/CRA007020/CRR504979/CRR504979_f1.fq.gz	CRR504979_r2.fq.gz (3784668282 bytes)	e5e7eb726a326c4de25c8fb088db3c42	ftp://download.big.ac.cn/gsa/CRA007020/CRR504979/CRR504979_r2.fq.gz							
827	CRR504980	91Huang10	PRJCA009749	CRX445386	fastq	CRR504980_f1.fq.gz (3558118965 bytes)	af627354833b2a996f6a74baf567470d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504980/CRR504980_f1.fq.gz	CRR504980_r2.fq.gz (4148770550 bytes)	a1b29aade40611fd01f877e6d9eca248	ftp://download.big.ac.cn/gsa/CRA007020/CRR504980/CRR504980_r2.fq.gz							
828	CRR504981	Yi12	PRJCA009749	CRX445387	fastq	CRR504981_f1.fq.gz (3612467932 bytes)	9e237155de5d6c4bac351831d96e00de	ftp://download.big.ac.cn/gsa/CRA007020/CRR504981/CRR504981_f1.fq.gz	CRR504981_r2.fq.gz (4147062793 bytes)	5fcdf76e0935b527cb6bda24c09145cc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504981/CRR504981_r2.fq.gz							
829	CRR504982	Duo229	PRJCA009749	CRX445388	fastq	CRR504982_f1.fq.gz (3507169642 bytes)	150631e43186d4f35883d4f4e19bca5b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504982/CRR504982_f1.fq.gz	CRR504982_r2.fq.gz (4054955635 bytes)	ee67af29fa8d86e2605b366a723d1772	ftp://download.big.ac.cn/gsa/CRA007020/CRR504982/CRR504982_r2.fq.gz							
830	CRR504983	D729	PRJCA009749	CRX445389	fastq	CRR504983_f1.fq.gz (3553768994 bytes)	a343a973f434786083ecaf29e7579787	ftp://download.big.ac.cn/gsa/CRA007020/CRR504983/CRR504983_f1.fq.gz	CRR504983_r2.fq.gz (4029728949 bytes)	aad9dd499ed26df1b2e5736ae04daf5b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504983/CRR504983_r2.fq.gz							
831	CRR504984	3514	PRJCA009749	CRX445390	fastq	CRR504984_f1.fq.gz (4220605555 bytes)	2e6415702b9a8176898ee92fde505b76	ftp://download.big.ac.cn/gsa/CRA007020/CRR504984/CRR504984_f1.fq.gz	CRR504984_r2.fq.gz (4769761474 bytes)	9e0d97d458d596e98ee64358aea53d4c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504984/CRR504984_r2.fq.gz							
832	CRR504985	Fu8529	PRJCA009749	CRX445391	fastq	CRR504985_f1.fq.gz (3850414229 bytes)	ffe4a670411227344742f79b4d2fe75f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504985/CRR504985_f1.fq.gz	CRR504985_r2.fq.gz (4374718167 bytes)	549eb512ad5e8aa084dd8f6b9db4d56e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504985/CRR504985_r2.fq.gz							
833	CRR504986	87_2O	PRJCA009749	CRX445392	fastq	CRR504986_f1.fq.gz (3374192943 bytes)	1e925cffe5fc8ce86c2b20cea02bf994	ftp://download.big.ac.cn/gsa/CRA007020/CRR504986/CRR504986_f1.fq.gz	CRR504986_r2.fq.gz (3926874345 bytes)	69f21fa0247ea9428bf6773c17f1c9ba	ftp://download.big.ac.cn/gsa/CRA007020/CRR504986/CRR504986_r2.fq.gz							
834	CRR504987	Yan11	PRJCA009749	CRX445393	fastq	CRR504987_f1.fq.gz (3614644959 bytes)	42796174c8ef2f3f858e2e18df8af545	ftp://download.big.ac.cn/gsa/CRA007020/CRR504987/CRR504987_f1.fq.gz	CRR504987_r2.fq.gz (4142734596 bytes)	8b6b6a49e5c8c70faeb6d227f47c5984	ftp://download.big.ac.cn/gsa/CRA007020/CRR504987/CRR504987_r2.fq.gz							
835	CRR504988	B12	PRJCA009749	CRX445394	fastq	CRR504988_f1.fq.gz (3630339628 bytes)	8918c4f87b99e8d025bdb1659176ee46	ftp://download.big.ac.cn/gsa/CRA007020/CRR504988/CRR504988_f1.fq.gz	CRR504988_r2.fq.gz (4130568365 bytes)	4c0f03cc849cb40f1752e662e2bea333	ftp://download.big.ac.cn/gsa/CRA007020/CRR504988/CRR504988_r2.fq.gz							
836	CRR504989	Jiao306O2	PRJCA009749	CRX445395	fastq	CRR504989_f1.fq.gz (3562699598 bytes)	5ed1f3d686fdc97fcce727dcf45d5800	ftp://download.big.ac.cn/gsa/CRA007020/CRR504989/CRR504989_f1.fq.gz	CRR504989_r2.fq.gz (4059113918 bytes)	a9dbdff7a763bc4ad28e8ab684e50bd5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504989/CRR504989_r2.fq.gz							
837	CRR504990	Jiu03	PRJCA009749	CRX445396	fastq	CRR504990_f1.fq.gz (3912327935 bytes)	a16fc28cce1516b26e9aa49770a8b17e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504990/CRR504990_f1.fq.gz	CRR504990_r2.fq.gz (4413723985 bytes)	e9323bad6605edce7b385ed3a3373107	ftp://download.big.ac.cn/gsa/CRA007020/CRR504990/CRR504990_r2.fq.gz							
