ID	Accession	Run title	BioProject accession	Experiment accession	Run data file type	File name 1	MD5 checksum 1	DownLoad1	File name 2	MD5 checksum 2	DownLoad2	Reference file name	MD5 for reference file	Assembly Name or Accession	Assembly Accession URL	other_db	accession_in_other_db	other_db_url
62	CRR504215	K21	PRJCA009749	CRX444621	fastq	CRR504215_f1.fq.gz (3179747829 bytes)	f2373f263cdefc0b2fb96f81de75c38a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504215/CRR504215_f1.fq.gz	CRR504215_r2.fq.gz (3290756950 bytes)	0e6719cdc64d30a601a26b401128f91a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504215/CRR504215_r2.fq.gz							
63	CRR504216	D23	PRJCA009749	CRX444622	fastq	CRR504216_f1.fq.gz (3046915052 bytes)	ed026816497f734722785517b2def781	ftp://download.big.ac.cn/gsa/CRA007020/CRR504216/CRR504216_f1.fq.gz	CRR504216_r2.fq.gz (3172884363 bytes)	0cdeb71838148759bf0199e3f462219d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504216/CRR504216_r2.fq.gz							
64	CRR504217	D886	PRJCA009749	CRX444623	fastq	CRR504217_f1.fq.gz (3014024240 bytes)	1eab375f35bec765ad4247d97a061b6a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504217/CRR504217_f1.fq.gz	CRR504217_r2.fq.gz (3131203530 bytes)	1a99963839d3e29bcd23611c74d40b1f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504217/CRR504217_r2.fq.gz							
65	CRR504218	E600	PRJCA009749	CRX444624	fastq	CRR504218_f1.fq.gz (2896898766 bytes)	026284891dad877fdb430819ec9aeb3f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504218/CRR504218_f1.fq.gz	CRR504218_r2.fq.gz (3032658828 bytes)	2283f48dd24a2731cef9db6e5a1368bc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504218/CRR504218_r2.fq.gz							
66	CRR504219	D1139	PRJCA009749	CRX444625	fastq	CRR504219_f1.fq.gz (2820114834 bytes)	29b71be355f43d0a9e74abbc7ec4946e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504219/CRR504219_f1.fq.gz	CRR504219_r2.fq.gz (2956948416 bytes)	4b2a3ad9a8e63caf6df744ca87ca5040	ftp://download.big.ac.cn/gsa/CRA007020/CRR504219/CRR504219_r2.fq.gz							
67	CRR504220	TieC9324	PRJCA009749	CRX444626	fastq	CRR504220_f1.fq.gz (3187889249 bytes)	5940bb97ec3cdff66e3681a12655c2a9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504220/CRR504220_f1.fq.gz	CRR504220_r2.fq.gz (3337419560 bytes)	a418b5bfffc2f3f2b678ad260f7513b5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504220/CRR504220_r2.fq.gz							
68	CRR504221	O8_641	PRJCA009749	CRX444627	fastq	CRR504221_f1.fq.gz (2974859774 bytes)	5b1c754934ec8f2d0be445259b85b37b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504221/CRR504221_f1.fq.gz	CRR504221_r2.fq.gz (3054485683 bytes)	bf3460b7cdf1cf74063c93ebeaf82968	ftp://download.big.ac.cn/gsa/CRA007020/CRR504221/CRR504221_r2.fq.gz							
69	CRR504222	7236	PRJCA009749	CRX444628	fastq	CRR504222_f1.fq.gz (3422414140 bytes)	5e91e1da466e0097f4b8a2ff5d9212eb	ftp://download.big.ac.cn/gsa/CRA007020/CRR504222/CRR504222_f1.fq.gz	CRR504222_r2.fq.gz (3531132833 bytes)	8cb6e27dbffecacbbda6edd3cd0cc6dd	ftp://download.big.ac.cn/gsa/CRA007020/CRR504222/CRR504222_r2.fq.gz							
70	CRR504223	B394	PRJCA009749	CRX444629	fastq	CRR504223_f1.fq.gz (2840708456 bytes)	e47fdb843a087f7f9a3b24850b90f6a2	ftp://download.big.ac.cn/gsa/CRA007020/CRR504223/CRR504223_f1.fq.gz	CRR504223_r2.fq.gz (2939944431 bytes)	68f25c9bd5c9f2db5260c97459ea4430	ftp://download.big.ac.cn/gsa/CRA007020/CRR504223/CRR504223_r2.fq.gz							
71	CRR504224	Chang72	PRJCA009749	CRX444630	fastq	CRR504224_f1.fq.gz (3014898098 bytes)	92860bbc7ef7548ff16e746654f43f84	ftp://download.big.ac.cn/gsa/CRA007020/CRR504224/CRR504224_f1.fq.gz	CRR504224_r2.fq.gz (3148673767 bytes)	5890f4057c59777f30b67f725bead991	ftp://download.big.ac.cn/gsa/CRA007020/CRR504224/CRR504224_r2.fq.gz							
72	CRR504225	Pa91	PRJCA009749	CRX444631	fastq	CRR504225_f1.fq.gz (3079096118 bytes)	034b310f7ca296a442d1a2712bf0dd37	ftp://download.big.ac.cn/gsa/CRA007020/CRR504225/CRR504225_f1.fq.gz	CRR504225_r2.fq.gz (3175965411 bytes)	c3801a0489b66bd903c9b21c28b54048	ftp://download.big.ac.cn/gsa/CRA007020/CRR504225/CRR504225_r2.fq.gz							
73	CRR504226	MC3370	PRJCA009749	CRX444632	fastq	CRR504226_f1.fq.gz (4677109945 bytes)	8abed17e6d670fe9553669e75a60dfc7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504226/CRR504226_f1.fq.gz	CRR504226_r2.fq.gz (5341996373 bytes)	ee50c13e454de827ef634cc531a00e28	ftp://download.big.ac.cn/gsa/CRA007020/CRR504226/CRR504226_r2.fq.gz							
74	CRR504227	MC6179	PRJCA009749	CRX444633	fastq	CRR504227_f1.fq.gz (3874549734 bytes)	a7fc7d0aee06ae3fc06f56b8f428cc6f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504227/CRR504227_f1.fq.gz	CRR504227_r2.fq.gz (4340793361 bytes)	b2a02ae25767c8d1ec561ee2cde3e8ee	ftp://download.big.ac.cn/gsa/CRA007020/CRR504227/CRR504227_r2.fq.gz							
75	CRR504228	MC4174	PRJCA009749	CRX444634	fastq	CRR504228_f1.fq.gz (3947744919 bytes)	c29030f009966a22da492243d52cea83	ftp://download.big.ac.cn/gsa/CRA007020/CRR504228/CRR504228_f1.fq.gz	CRR504228_r2.fq.gz (4364943201 bytes)	373a5328fe18e1669ec4866c6ec5ff53	ftp://download.big.ac.cn/gsa/CRA007020/CRR504228/CRR504228_r2.fq.gz							
76	CRR504229	MC4178	PRJCA009749	CRX444635	fastq	CRR504229_f1.fq.gz (3377406867 bytes)	36a1699bf6a9fbeb3c5f5782c6fec41e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504229/CRR504229_f1.fq.gz	CRR504229_r2.fq.gz (3728903071 bytes)	b48f21b3baca6430874f92b334b7dcd8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504229/CRR504229_r2.fq.gz							
77	CRR504230	MC7474	PRJCA009749	CRX444636	fastq	CRR504230_f1.fq.gz (4152977442 bytes)	b9059088d8c0136332866e548417ed08	ftp://download.big.ac.cn/gsa/CRA007020/CRR504230/CRR504230_f1.fq.gz	CRR504230_r2.fq.gz (4629166664 bytes)	8e3ca69660b21d5a18b12d1085ac2e65	ftp://download.big.ac.cn/gsa/CRA007020/CRR504230/CRR504230_r2.fq.gz							
78	CRR504231	MC7488	PRJCA009749	CRX444637	fastq	CRR504231_f1.fq.gz (3792263960 bytes)	143d55c807acbc40c2dbaffbf41c1048	ftp://download.big.ac.cn/gsa/CRA007020/CRR504231/CRR504231_f1.fq.gz	CRR504231_r2.fq.gz (4150271879 bytes)	59ee232fd045b4f0aaa8e7422152ca0e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504231/CRR504231_r2.fq.gz							
79	CRR504232	MC7495	PRJCA009749	CRX444638	fastq	CRR504232_f1.fq.gz (3144875877 bytes)	c25a443c974cb8f830f3fe405ae8649b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504232/CRR504232_f1.fq.gz	CRR504232_r2.fq.gz (3456942992 bytes)	2d609c3a10d02e42fda95b0b260fccf3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504232/CRR504232_r2.fq.gz							
80	CRR504233	MC7525	PRJCA009749	CRX444639	fastq	CRR504233_f1.fq.gz (3696029302 bytes)	bbd2f86678242f5114ab6d2bf951ebee	ftp://download.big.ac.cn/gsa/CRA007020/CRR504233/CRR504233_f1.fq.gz	CRR504233_r2.fq.gz (4012392209 bytes)	d88f3401f9ea4c8b1971615f345f0063	ftp://download.big.ac.cn/gsa/CRA007020/CRR504233/CRR504233_r2.fq.gz							
81	CRR504234	MC9265	PRJCA009749	CRX444640	fastq	CRR504234_f1.fq.gz (3087264043 bytes)	1728d6acf218f96a8e5b7047da8e56b7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504234/CRR504234_f1.fq.gz	CRR504234_r2.fq.gz (3404232440 bytes)	e6ab22cb0ceb125dd82d64672b26ca13	ftp://download.big.ac.cn/gsa/CRA007020/CRR504234/CRR504234_r2.fq.gz							
82	CRR504235	MC9269	PRJCA009749	CRX444641	fastq	CRR504235_f1.fq.gz (3130051239 bytes)	ae34c7f6d8499c66022b42189593fe51	ftp://download.big.ac.cn/gsa/CRA007020/CRR504235/CRR504235_f1.fq.gz	CRR504235_r2.fq.gz (3351255615 bytes)	d5ded2ed1502fc8a81ca8ddb434d23d8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504235/CRR504235_r2.fq.gz							
83	CRR504236	MC9270	PRJCA009749	CRX444642	fastq	CRR504236_f1.fq.gz (3299485700 bytes)	da046a53956b92e7fd42e07b239594db	ftp://download.big.ac.cn/gsa/CRA007020/CRR504236/CRR504236_f1.fq.gz	CRR504236_r2.fq.gz (3609910002 bytes)	2d434576fafa9cefcadf30cf03b0d12f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504236/CRR504236_r2.fq.gz							
84	CRR504237	MC9274	PRJCA009749	CRX444643	fastq	CRR504237_f1.fq.gz (4195873497 bytes)	558955037704b656b3f4214b2d7f2b7c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504237/CRR504237_f1.fq.gz	CRR504237_r2.fq.gz (4543302777 bytes)	35c6601b5728e3bf09b2955e43b9a987	ftp://download.big.ac.cn/gsa/CRA007020/CRR504237/CRR504237_r2.fq.gz							
85	CRR504238	MC9282	PRJCA009749	CRX444644	fastq	CRR504238_f1.fq.gz (4189235708 bytes)	58193281c94031e7355d7efd059bffa0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504238/CRR504238_f1.fq.gz	CRR504238_r2.fq.gz (4531334496 bytes)	0bf9b5a2dd685f9bc4cb27484c23030d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504238/CRR504238_r2.fq.gz							
86	CRR504239	MC9287	PRJCA009749	CRX444645	fastq	CRR504239_f1.fq.gz (3452383177 bytes)	53885c4f622a0e9149c4afc7b1fafca9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504239/CRR504239_f1.fq.gz	CRR504239_r2.fq.gz (3736188659 bytes)	4a73236e3323e058ec2153444f83e03c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504239/CRR504239_r2.fq.gz							
87	CRR504240	MC9288	PRJCA009749	CRX444646	fastq	CRR504240_f1.fq.gz (3184441080 bytes)	431413de82992e8bdeea285d7fa5c1e0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504240/CRR504240_f1.fq.gz	CRR504240_r2.fq.gz (3463339837 bytes)	0d660ba2d68b1afdaf7db59b4681557d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504240/CRR504240_r2.fq.gz							
88	CRR504241	MC9289	PRJCA009749	CRX444647	fastq	CRR504241_f1.fq.gz (3595615610 bytes)	fb8e3ebf49adc986c998e3f133135862	ftp://download.big.ac.cn/gsa/CRA007020/CRR504241/CRR504241_f1.fq.gz	CRR504241_r2.fq.gz (3894942163 bytes)	7b2d639fa4059c7f97a12a3d5a9cef12	ftp://download.big.ac.cn/gsa/CRA007020/CRR504241/CRR504241_r2.fq.gz							
89	CRR504242	MC9292	PRJCA009749	CRX444648	fastq	CRR504242_f1.fq.gz (3064478442 bytes)	bdf28b4bc55b316398b19c651afe2807	ftp://download.big.ac.cn/gsa/CRA007020/CRR504242/CRR504242_f1.fq.gz	CRR504242_r2.fq.gz (3322358541 bytes)	340cc3b8b8e8dafc45e3643027dcd7a3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504242/CRR504242_r2.fq.gz							
90	CRR504243	MC9300	PRJCA009749	CRX444649	fastq	CRR504243_f1.fq.gz (3478353950 bytes)	aa7ef9c5c164880a4bba4d68ac64515c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504243/CRR504243_f1.fq.gz	CRR504243_r2.fq.gz (3732998494 bytes)	ed724e9f2c0410c33bea571e6e3254db	ftp://download.big.ac.cn/gsa/CRA007020/CRR504243/CRR504243_r2.fq.gz							
91	CRR504244	T5107	PRJCA009749	CRX444650	fastq	CRR504244_f1.fq.gz (3655147226 bytes)	2aed2f4d8fc445dad262c03eaf123974	ftp://download.big.ac.cn/gsa/CRA007020/CRR504244/CRR504244_f1.fq.gz	CRR504244_r2.fq.gz (4097777274 bytes)	34d4b0ddbea2ae035ddb80b67a91dd3c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504244/CRR504244_r2.fq.gz							
92	CRR504245	T5551	PRJCA009749	CRX444651	fastq	CRR504245_f1.fq.gz (3676075615 bytes)	f0a06c1faef82f72f493b9be1dee3b23	ftp://download.big.ac.cn/gsa/CRA007020/CRR504245/CRR504245_f1.fq.gz	CRR504245_r2.fq.gz (4116173022 bytes)	bc085b3fbfd88d54f653a987d0f2f932	ftp://download.big.ac.cn/gsa/CRA007020/CRR504245/CRR504245_r2.fq.gz							
93	CRR504246	T5553	PRJCA009749	CRX444652	fastq	CRR504246_f1.fq.gz (3815335051 bytes)	0d69069f465d5b6ca10e7108e7116c6e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504246/CRR504246_f1.fq.gz	CRR504246_r2.fq.gz (4168745009 bytes)	521854fcada18d87139cdbae4bb2f29f	ftp://download.big.ac.cn/gsa/CRA007020/CRR504246/CRR504246_r2.fq.gz							
94	CRR504247	T5588	PRJCA009749	CRX444653	fastq	CRR504247_f1.fq.gz (3653443384 bytes)	4b8c7597b1da77cc6b651430678658b6	ftp://download.big.ac.cn/gsa/CRA007020/CRR504247/CRR504247_f1.fq.gz	CRR504247_r2.fq.gz (4135109708 bytes)	c5cb48e814ccee3f8cfc83eca16eb2fc	ftp://download.big.ac.cn/gsa/CRA007020/CRR504247/CRR504247_r2.fq.gz							
95	CRR504248	T5853	PRJCA009749	CRX444654	fastq	CRR504248_f1.fq.gz (3324114173 bytes)	099217451bdb04b9c00603d5e76d766a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504248/CRR504248_f1.fq.gz	CRR504248_r2.fq.gz (3646325181 bytes)	588e13edcbcf3c6e98632838a08f9e7a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504248/CRR504248_r2.fq.gz							
96	CRR504249	T6896	PRJCA009749	CRX444655	fastq	CRR504249_f1.fq.gz (3784158434 bytes)	9ee45782247c873c31d725cc18bfc9ac	ftp://download.big.ac.cn/gsa/CRA007020/CRR504249/CRR504249_f1.fq.gz	CRR504249_r2.fq.gz (4266928938 bytes)	7b1f2c3f62cd01ba43307d2212781f03	ftp://download.big.ac.cn/gsa/CRA007020/CRR504249/CRR504249_r2.fq.gz							
97	CRR504250	T7114	PRJCA009749	CRX444656	fastq	CRR504250_f1.fq.gz (3108428531 bytes)	88fac59ee3f58aae19b464f2d7ee3e9a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504250/CRR504250_f1.fq.gz	CRR504250_r2.fq.gz (3443060375 bytes)	de11647194abecce1590cb18ba09e10e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504250/CRR504250_r2.fq.gz							
98	CRR504251	T7304	PRJCA009749	CRX444657	fastq	CRR504251_f1.fq.gz (3537030055 bytes)	3d2c89a7ed0f42d4ab153126105abe4a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504251/CRR504251_f1.fq.gz	CRR504251_r2.fq.gz (3910484910 bytes)	ff0f45ec43c318e82ec15a4ffb3c7bc8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504251/CRR504251_r2.fq.gz							
99	CRR504252	T7309	PRJCA009749	CRX444658	fastq	CRR504252_f1.fq.gz (3165204246 bytes)	cf5005deabab0aba3412d2d16903997b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504252/CRR504252_f1.fq.gz	CRR504252_r2.fq.gz (3241234604 bytes)	ed7a2881d9097cf8c775823cfbca720d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504252/CRR504252_r2.fq.gz							
100	CRR504253	T33114	PRJCA009749	CRX444659	fastq	CRR504253_f1.fq.gz (2983779618 bytes)	b808807464da28b363dfc9e391ce7360	ftp://download.big.ac.cn/gsa/CRA007020/CRR504253/CRR504253_f1.fq.gz	CRR504253_r2.fq.gz (3055432652 bytes)	382ed6aa0a41ed29f7cda2f455f2b4d9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504253/CRR504253_r2.fq.gz							
101	CRR504254	T33117	PRJCA009749	CRX444660	fastq	CRR504254_f1.fq.gz (4066122685 bytes)	008211b15965c17561d31937351b7f14	ftp://download.big.ac.cn/gsa/CRA007020/CRR504254/CRR504254_f1.fq.gz	CRR504254_r2.fq.gz (4532928119 bytes)	a2a452b830132ee661d4746fc8ece2f1	ftp://download.big.ac.cn/gsa/CRA007020/CRR504254/CRR504254_r2.fq.gz							
102	CRR504255	T33118	PRJCA009749	CRX444661	fastq	CRR504255_f1.fq.gz (3618466747 bytes)	825e49f7ebbba6686861ef60c9ff63e5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504255/CRR504255_f1.fq.gz	CRR504255_r2.fq.gz (4080200907 bytes)	5c30ae3391a4c2131c8d51bc04817f32	ftp://download.big.ac.cn/gsa/CRA007020/CRR504255/CRR504255_r2.fq.gz							
103	CRR504256	T33169	PRJCA009749	CRX444662	fastq	CRR504256_f1.fq.gz (3285896292 bytes)	614f605ef16a823b8afcef4b44168b59	ftp://download.big.ac.cn/gsa/CRA007020/CRR504256/CRR504256_f1.fq.gz	CRR504256_r2.fq.gz (3718672589 bytes)	18325a401f56eae4bee75220d890e6b3	ftp://download.big.ac.cn/gsa/CRA007020/CRR504256/CRR504256_r2.fq.gz							
104	CRR504257	T23717	PRJCA009749	CRX444663	fastq	CRR504257_f1.fq.gz (4000971222 bytes)	336cf2be40fd4f175ffbeab5ae8f97a7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504257/CRR504257_f1.fq.gz	CRR504257_r2.fq.gz (4562533639 bytes)	9fbcc11546a51fce63d07ebc82201e72	ftp://download.big.ac.cn/gsa/CRA007020/CRR504257/CRR504257_r2.fq.gz							
105	CRR504258	T23930	PRJCA009749	CRX444664	fastq	CRR504258_f1.fq.gz (3476010872 bytes)	a05932bba0f792f2d3d554d8c3fcf5c9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504258/CRR504258_f1.fq.gz	CRR504258_r2.fq.gz (3818060741 bytes)	e57a6b811de0825c6cce44e69b4609b5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504258/CRR504258_r2.fq.gz							
106	CRR504259	T33299	PRJCA009749	CRX444665	fastq	CRR504259_f1.fq.gz (3122490013 bytes)	7c80cc9fe767e943c18308c03e730c2c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504259/CRR504259_f1.fq.gz	CRR504259_r2.fq.gz (3162408769 bytes)	d3d4a38424ffd57588ca399d1232419e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504259/CRR504259_r2.fq.gz							
107	CRR504260	T26403	PRJCA009749	CRX444666	fastq	CRR504260_f1.fq.gz (3097469891 bytes)	98f2c10a968adaafc3022256325304c7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504260/CRR504260_f1.fq.gz	CRR504260_r2.fq.gz (3163147585 bytes)	4963af8d362c634c52b0fd42cd5d75b5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504260/CRR504260_r2.fq.gz							
108	CRR504261	T24087	PRJCA009749	CRX444667	fastq	CRR504261_f1.fq.gz (3093503477 bytes)	0d8d3b6be1e5a83318fda8eda01e126c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504261/CRR504261_f1.fq.gz	CRR504261_r2.fq.gz (3151901775 bytes)	53694307b505f81e0e8091f0aaa8d3a9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504261/CRR504261_r2.fq.gz							
109	CRR504262	T33336	PRJCA009749	CRX444668	fastq	CRR504262_f1.fq.gz (2912653708 bytes)	62cc9102179afc14f8594004fa784b0b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504262/CRR504262_f1.fq.gz	CRR504262_r2.fq.gz (2947086497 bytes)	bf99606cc57d21f6ba48d915e3f3a5b8	ftp://download.big.ac.cn/gsa/CRA007020/CRR504262/CRR504262_r2.fq.gz							
110	CRR504263	T24139	PRJCA009749	CRX444669	fastq	CRR504263_f1.fq.gz (3111445646 bytes)	b3173cbeffb96d573589b813ba3794e6	ftp://download.big.ac.cn/gsa/CRA007020/CRR504263/CRR504263_f1.fq.gz	CRR504263_r2.fq.gz (3231571430 bytes)	538d854bb06be61f0b2a808542c539a0	ftp://download.big.ac.cn/gsa/CRA007020/CRR504263/CRR504263_r2.fq.gz							
111	CRR504264	T33362	PRJCA009749	CRX444670	fastq	CRR504264_f1.fq.gz (3637534537 bytes)	33835e24387c25797644f0a4ff40daba	ftp://download.big.ac.cn/gsa/CRA007020/CRR504264/CRR504264_f1.fq.gz	CRR504264_r2.fq.gz (4056359560 bytes)	33ed5f919c310d4f356661d7311b4ba4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504264/CRR504264_r2.fq.gz							
112	CRR504265	T24223	PRJCA009749	CRX444671	fastq	CRR504265_f1.fq.gz (3968361674 bytes)	fac6ce1efe9cb03e676ad4789428a39e	ftp://download.big.ac.cn/gsa/CRA007020/CRR504265/CRR504265_f1.fq.gz	CRR504265_r2.fq.gz (4419332061 bytes)	503161388240e864f44ab2fdffa96a56	ftp://download.big.ac.cn/gsa/CRA007020/CRR504265/CRR504265_r2.fq.gz							
113	CRR504266	T24225	PRJCA009749	CRX444672	fastq	CRR504266_f1.fq.gz (3509591590 bytes)	8d3f637595affcaa236b1f3faebb1b64	ftp://download.big.ac.cn/gsa/CRA007020/CRR504266/CRR504266_f1.fq.gz	CRR504266_r2.fq.gz (3651093143 bytes)	81fa56a5a869a0726d7e98919a136d56	ftp://download.big.ac.cn/gsa/CRA007020/CRR504266/CRR504266_r2.fq.gz							
114	CRR504267	T33448	PRJCA009749	CRX444673	fastq	CRR504267_f1.fq.gz (3174157219 bytes)	6fea9f7cc5b8b6bbea9a9a927be8cd54	ftp://download.big.ac.cn/gsa/CRA007020/CRR504267/CRR504267_f1.fq.gz	CRR504267_r2.fq.gz (3299045277 bytes)	e96073d32366266ba8e42404ba263279	ftp://download.big.ac.cn/gsa/CRA007020/CRR504267/CRR504267_r2.fq.gz							
115	CRR504268	T34905	PRJCA009749	CRX444674	fastq	CRR504268_f1.fq.gz (3522624931 bytes)	6ed073b8712331f1026451fdd37124a4	ftp://download.big.ac.cn/gsa/CRA007020/CRR504268/CRR504268_f1.fq.gz	CRR504268_r2.fq.gz (4049588649 bytes)	2305519e7cd42d56f2e169536abb9b5c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504268/CRR504268_r2.fq.gz							
116	CRR504269	T34907	PRJCA009749	CRX444675	fastq	CRR504269_f1.fq.gz (3307289801 bytes)	efedf4491c4e9152245f8b1004f12986	ftp://download.big.ac.cn/gsa/CRA007020/CRR504269/CRR504269_f1.fq.gz	CRR504269_r2.fq.gz (3447655608 bytes)	e259ec74e7f47a3714fd97fcad27d282	ftp://download.big.ac.cn/gsa/CRA007020/CRR504269/CRR504269_r2.fq.gz							
117	CRR504270	FZ11	PRJCA009749	CRX444676	fastq	CRR504270_f1.fq.gz (3307964490 bytes)	95fefb8143b00055f5c8374e5264eb90	ftp://download.big.ac.cn/gsa/CRA007020/CRR504270/CRR504270_f1.fq.gz	CRR504270_r2.fq.gz (3409780841 bytes)	e8ca2906e1017d7798fe640d20c0d67c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504270/CRR504270_r2.fq.gz							
118	CRR504271	FZ30	PRJCA009749	CRX444677	fastq	CRR504271_f1.fq.gz (3204944938 bytes)	0b16889261d650aff7f92262d223ffdf	ftp://download.big.ac.cn/gsa/CRA007020/CRR504271/CRR504271_f1.fq.gz	CRR504271_r2.fq.gz (3323138305 bytes)	27888c2b70015fba0c693c3d2765d476	ftp://download.big.ac.cn/gsa/CRA007020/CRR504271/CRR504271_r2.fq.gz							
119	CRR504272	FZ32	PRJCA009749	CRX444678	fastq	CRR504272_f1.fq.gz (3477580184 bytes)	9f98acc2567e1fcac644520599cf66e7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504272/CRR504272_f1.fq.gz	CRR504272_r2.fq.gz (4017955363 bytes)	2a0cddd421ae5e22193e9f6da35da19d	ftp://download.big.ac.cn/gsa/CRA007020/CRR504272/CRR504272_r2.fq.gz							
120	CRR504273	Jia6	PRJCA009749	CRX444679	fastq	CRR504273_f1.fq.gz (3764851715 bytes)	f1e4bf7231edc077164ff48b4e86ee26	ftp://download.big.ac.cn/gsa/CRA007020/CRR504273/CRR504273_f1.fq.gz	CRR504273_r2.fq.gz (3980481859 bytes)	bd411dfeb3e0409bbc30d890b69ab1dd	ftp://download.big.ac.cn/gsa/CRA007020/CRR504273/CRR504273_r2.fq.gz							
121	CRR504274	L378	PRJCA009749	CRX444680	fastq	CRR504274_f1.fq.gz (3605489561 bytes)	7c3575a405ccf927843161012381a6b7	ftp://download.big.ac.cn/gsa/CRA007020/CRR504274/CRR504274_f1.fq.gz	CRR504274_r2.fq.gz (3811730178 bytes)	61f4a4488c5581936efe8216615b7dc5	ftp://download.big.ac.cn/gsa/CRA007020/CRR504274/CRR504274_r2.fq.gz							
122	CRR504275	H050	PRJCA009749	CRX444681	fastq	CRR504275_f1.fq.gz (3386708070 bytes)	aa3a8b610d6ec7365f5860b867563ea6	ftp://download.big.ac.cn/gsa/CRA007020/CRR504275/CRR504275_f1.fq.gz	CRR504275_r2.fq.gz (3815934963 bytes)	2f525fdb6217665bdd0d8b0c6aac08e1	ftp://download.big.ac.cn/gsa/CRA007020/CRR504275/CRR504275_r2.fq.gz							
123	CRR504276	H172	PRJCA009749	CRX444682	fastq	CRR504276_f1.fq.gz (3999793845 bytes)	19b0030f4649bab844b7aecab919221a	ftp://download.big.ac.cn/gsa/CRA007020/CRR504276/CRR504276_f1.fq.gz	CRR504276_r2.fq.gz (4462823688 bytes)	21e62ee60b871c275d3b6bbdc41ed2e9	ftp://download.big.ac.cn/gsa/CRA007020/CRR504276/CRR504276_r2.fq.gz							
124	CRR504277	Lv951	PRJCA009749	CRX444683	fastq	CRR504277_f1.fq.gz (3948171125 bytes)	b85cbc0dbe8d2329471aca763f6dc37c	ftp://download.big.ac.cn/gsa/CRA007020/CRR504277/CRR504277_f1.fq.gz	CRR504277_r2.fq.gz (4416355429 bytes)	d68670494784b2476ab2ea592020cf0b	ftp://download.big.ac.cn/gsa/CRA007020/CRR504277/CRR504277_r2.fq.gz							
125	CRR504278	Lv983	PRJCA009749	CRX444684	fastq	CRR504278_f1.fq.gz (3742553405 bytes)	6ae8946c33190bbc2b869373b7a46f48	ftp://download.big.ac.cn/gsa/CRA007020/CRR504278/CRR504278_f1.fq.gz	CRR504278_r2.fq.gz (3946927698 bytes)	fedd7ad1a1ef3da4784d1eac9f8a78ab	ftp://download.big.ac.cn/gsa/CRA007020/CRR504278/CRR504278_r2.fq.gz							
